2.2587838,3.9420455,4.0072994
2.1490428,4.475026,4.310087
1.5659299,2.6206992,3.381698
2.023959,3.9219124,4.4699273
2.7825403,3.9152946,4.1297927
3.051955,3.752545,4.1455164
2.215628,4.0965137,4.3634233
1.9545135,3.3514266,4.090608
1.5423679,3.7225475,3.9393237
1.7590387,3.2565272,3.2838461
1.7816085,3.0518465,3.538519
1.4367412,3.0555365,3.8380675
1.7960155,3.2462108,3.5571492
2.720718,3.4659011,4.0107
1.865324,2.8169372,3.8246996
2.192004,3.8509479,4.6137156
1.9829035,3.8881419,4.3502254
1.7755873,4.511339,4.511059
2.138861,4.1159678,4.4851694
2.0812924,3.1427686,3.7702258
1.9497678,4.2303653,4.6080647
1.9869576,4.171369,4.407866
2.4970524,4.5179014,4.946233
2.5596445,3.930154,4.527315
1.7971466,4.1461277,4.7031
1.6184549,3.3645046,3.5001602
1.478792,3.0973566,3.7655094
1.9817824,2.8871348,3.3575947
1.607686,3.7724848,4.411477
1.7422159,3.27121,3.6479871
1.9481778,3.3929293,3.4275854
1.8507134,3.2702076,3.7675574
1.4864067,3.4668078,4.084066
2.2459166,3.859926,4.1840496
1.8031175,3.286276,3.6500883
2.0850632,3.3261416,4.09259
2.1810153,3.5519316,4.177032
2.1610742,4.294086,4.341649
1.2895637,3.0948417,3.1778357
1.9872634,2.9930422,3.8800461
1.5946474,3.1582153,3.398018
1.6680689,3.1410463,3.5893931
2.1990747,3.6991198,4.2097797
1.7523211,3.9971402,4.642297
2.0653841,3.7588809,4.301666
2.1631236,3.731388,4.0627227
2.2067785,3.7192786,3.9659364
1.8567073,3.881588,4.1520133
2.1100812,4.4042416,4.8462305
2.0895534,3.935116,4.6297045
1.8406363,3.7264533,4.180396
2.0785904,4.3027053,4.4586105
1.7390323,3.8289206,4.3271313
2.624116,3.72151,4.643158
2.0636055,4.096196,4.461356
1.990339,4.286473,5.1100435
1.9989448,3.6694577,4.0519238
1.6434653,3.4707417,3.7291517
1.6490995,4.0349503,4.582423
1.981558,3.5933201,3.8655195
1.905136,3.042336,3.3860037
1.7015173,3.0494077,3.4394228
1.6559751,4.5988545,4.7817736
2.0006118,3.388103,3.7545288
2.2886424,4.547235,4.8903666
2.540683,3.384485,3.7969
2.0216775,3.162503,3.7403543
2.1110263,3.8312187,4.202769
2.4490626,3.7143543,4.3422813
2.2164116,3.7154481,3.6831572
2.2487078,3.6688125,4.4897747
2.2728167,3.6210625,3.9603784
1.4469613,3.6056716,3.510428
2.185521,3.3505166,4.018002
2.1955855,3.1950176,3.602122
2.0315511,4.4370418,4.496953
2.1269205,4.5792017,4.7479644
2.0532527,3.4215615,4.2484922
1.7375519,3.6215198,3.7839189
1.9835784,3.700628,4.2186456
2.111186,3.2083914,3.3593442
2.4678202,4.136179,4.512203
2.0991747,3.4777458,3.685675
2.1193237,3.80939,4.123684
2.5019243,4.223585,4.4245524
1.80665,3.2694147,3.4953444
1.8199863,3.6537821,3.961552
2.3296385,3.210191,4.1445584
1.5637105,3.0485475,3.50232
2.0985148,3.5484402,3.8995557
1.559964,3.0928657,3.729267
2.4369743,4.3302383,5.0017767
1.5986863,2.3532653,2.674367
2.295981,3.7458313,4.457767
1.6141758,3.6275342,4.425085
2.4084432,3.3742712,3.7313755
1.3374152,4.026973,4.586238
1.866497,4.139563,4.435565
1.9824157,3.4757326,4.3009963
1.8673253,5.1550446,5.5321026
2.313869,3.457615,3.841008
2.0895033,4.133895,4.5491314
1.5773375,3.5573409,3.6702845
1.7169902,3.1503549,3.9151802
1.7186046,3.8708355,3.9995606
1.9899614,3.7776315,4.2752395
1.6720128,3.954396,4.029495
1.8281506,3.9137497,4.518524
2.292561,4.4950743,4.8504605
1.6930919,3.4156525,4.178587
2.2450218,4.572499,4.820254
2.0810847,3.7499642,4.35779
2.0583773,3.5772085,4.307288
1.4711444,4.063813,4.1094294
1.5848985,3.253975,3.6547868
2.060522,4.103467,3.9470747
1.877589,3.9156885,4.1916275
1.8281957,3.6577513,3.7549808
1.8685032,3.2857344,3.7687528
1.6324022,3.5346873,3.9701374
1.7927415,3.725986,4.621396
1.743851,3.7345262,3.7863433
1.4998199,2.9773037,3.8052456
2.084277,3.1989238,4.059039
1.9576898,4.2348185,4.6136837
1.6920581,3.0996373,3.4034295
1.4230206,4.0192666,4.654674
2.43301,3.949175,4.450559
2.0502133,3.9707115,4.502893
1.8711001,2.6455176,3.3392637
1.4964232,3.9123316,4.0219665
1.6364555,3.2758164,4.2898836
1.9462755,4.2859817,4.9602585
2.1535387,3.0650673,3.3478158
2.5352993,2.8016224,4.0268235
1.9788069,3.9814107,4.5104117
1.6937358,2.667702,3.4575112
2.804432,4.272585,5.0425787
2.5453506,4.032998,4.520192
2.2226348,4.2444086,4.828883
1.7486289,4.277067,4.559268
1.8573124,3.8697202,4.7579765
1.7902472,3.399777,4.344281
1.9562687,3.8410766,4.091146
2.2622175,4.9258437,4.7793965
2.2640324,5.090608,5.273972
2.080305,3.1437337,3.8775575
2.0209198,3.600867,3.619885
2.1598258,4.1161923,4.3506646
2.404458,3.8053794,4.4093223
1.8782437,3.0553071,3.3064892
2.1019673,4.1544375,4.7796764
2.4937105,4.350114,4.9800453
2.1015282,4.175954,4.5155306
1.9442564,3.9686143,4.428647
1.8649743,2.8070416,3.2126706
2.0773377,5.047122,5.0516605
1.7482033,3.1166646,3.4749105
1.980465,3.3830867,3.6696293
1.7783608,3.8493302,4.15757
1.6541708,3.868666,3.996426
2.3588014,3.7399757,4.4087696
2.172509,4.4619875,4.634337
2.147937,2.8166401,3.72233
1.9902284,2.6052907,3.1909292
1.6629043,4.1763506,4.116106
1.9841107,3.5681636,3.895593
2.1798291,3.342057,3.9011579
1.9152884,4.140891,4.52886
2.0960448,3.4960113,4.214197
1.2625844,3.1729891,3.4162323
1.7862066,3.1392066,3.9573605
2.2347536,3.5752182,4.62389
1.5850165,3.908037,4.2564144
1.7103887,4.631194,4.803673
2.063076,4.246941,4.819191
2.2136483,4.060123,4.5680923
