2.4728312,3.8289573,3.9013739
2.3514426,4.133861,4.638723
2.6215796,3.3824387,3.6571188
2.327343,4.05848,4.3848305
1.7294304,3.0613787,3.5300305
2.5605912,4.020618,4.4763637
2.0394897,4.002761,4.5073285
3.3504133,5.20472,5.5077224
2.5005472,3.4189925,3.3408365
2.6713467,4.102681,4.633657
2.0074022,3.5996308,4.0116887
2.0512953,3.6267042,3.9469147
2.2645702,3.5127602,3.9547338
3.0045762,4.821834,5.176381
2.1184423,3.7471385,3.9891338
2.6110244,3.5502074,3.876904
2.867135,4.2102556,4.5322003
2.3137822,3.8210905,4.3568177
2.080464,4.0383697,4.5086837
2.1864367,3.623662,3.9229634
2.282536,3.8173945,4.133344
1.936402,3.1801128,3.296851
2.8554654,3.9958973,4.01002
1.9137826,3.1705785,3.5635214
2.8769155,4.491477,4.4976344
2.8969722,4.809528,5.1127048
2.8461714,2.8965387,3.650326
2.3790355,4.240715,4.8425364
2.9845924,3.7522058,4.183566
2.1983376,4.2006197,4.327871
1.7921113,3.1752126,3.460997
2.2596238,3.5414224,4.4049172
1.8040966,4.0792174,4.4816766
2.4030507,3.6855075,3.796468
2.2041485,3.055697,3.3370028
2.2324595,3.7818732,3.7639723
2.8134363,4.0420256,4.7222457
2.798393,4.313319,4.7890325
2.0436788,3.7117114,4.1948757
2.7458801,4.7219076,5.0924973
2.9583972,4.3339944,4.8062654
2.3468604,3.9249935,4.2702007
1.9211773,4.205652,4.339944
2.3814945,3.3776903,3.5492964
2.7394547,4.4556355,4.683556
2.4792225,3.5098615,4.1352286
2.4108157,3.5366511,3.85528
2.7622318,3.7794962,3.8937001
2.20841,3.182589,3.518274
1.7184608,3.6337175,4.1564374
1.7319057,3.419142,4.164993
2.2981093,3.5122304,4.1168447
2.5776074,3.993461,4.27152
2.8468103,3.5458708,4.0653496
2.8123546,4.120792,4.5182953
1.9270055,4.745053,4.979358
2.887034,4.66723,4.887975
2.0582078,3.4199293,4.0131817
2.5366292,4.324661,4.5353174
2.817758,3.7927675,4.09988
2.303689,4.321208,4.862498
2.3699594,3.3760486,3.583598
2.3460426,4.0698395,4.7305455
2.5371912,2.86268,3.1690993
3.0527158,4.3265615,4.452598
2.3710341,3.8116527,4.056064
2.6268172,3.8785906,4.557181
3.0156775,4.216562,4.8568377
2.5330539,3.7489386,4.303124
2.6287673,3.3923562,3.8735995
2.5718734,4.1030912,4.650875
2.6978593,4.543485,5.241172
2.5820348,4.4833107,5.182209
1.9904262,3.5327039,4.2471657
1.6484174,4.319989,4.6098695
1.6961615,3.0079117,3.3400393
2.4579844,3.6419096,4.177525
3.483316,4.133822,4.782922
2.8421707,3.6499755,4.1929936
2.7351775,4.186377,4.535749
3.0252938,4.3489013,4.715485
2.5956397,3.8184564,4.0316305
2.820397,3.5450115,4.255528
2.3689086,4.3769956,4.709046
2.396553,3.7619662,4.3787317
1.9321885,3.448678,3.8352904
2.844976,4.2768035,4.618423
2.5647635,4.5125647,4.820027
2.3176832,4.751002,5.3766065
2.5677493,4.7935157,4.9341245
2.3017416,3.1980844,3.9190114
2.2964315,3.9711208,4.2524495
2.8002424,3.6726885,4.052472
2.3553529,4.1293693,4.8219256
3.102511,4.790563,5.2026286
2.1692986,3.7546496,4.0395927
2.4215374,4.4277716,4.781815
2.267276,3.3328426,3.859825
2.031767,4.2061296,4.7414165
3.0964131,4.76597,5.3534913
2.0416095,3.9601731,4.165605
2.3468242,3.46603,3.7390344
2.4437382,4.673873,4.9344983
2.1511476,3.0971622,3.28424
2.8254929,3.3527746,3.7540252
1.7607969,3.3459291,3.8317044
3.2036715,4.725101,5.1716256
2.6029484,3.8316488,4.233084
2.0377102,3.8812308,4.203671
2.4020395,3.3228667,3.6593623
2.6766713,4.023557,3.9208283
2.549139,3.335359,4.009635
3.0184724,4.8528705,5.171886
2.2045894,3.3456876,3.9749084
